country,year,asset_class,value
Seychelles,2012,Total,0.016
Seychelles,2012,Equity,NA
Seychelles,2012,LT Debt,0.016
Seychelles,2012,ST Debt,0
Seychelles,2011,Total,0.027
Seychelles,2011,Equity,0.012
Seychelles,2011,LT Debt,0.015
Seychelles,2011,ST Debt,0
Seychelles,2010,Total,0.007
Seychelles,2010,Equity,0
Seychelles,2010,LT Debt,0.007
Seychelles,2010,ST Debt,0
Seychelles,2009,Total,0.002
Seychelles,2009,Equity,0
Seychelles,2009,LT Debt,0.002
Seychelles,2009,ST Debt,0
Seychelles,2008,Total,0.001
Seychelles,2008,Equity,0
Seychelles,2008,LT Debt,0.001
Seychelles,2008,ST Debt,0
Seychelles,2007,Total,0.058
Seychelles,2007,Equity,0
Seychelles,2007,LT Debt,0.058
Seychelles,2007,ST Debt,0
Seychelles,2006,Total,0.002
Seychelles,2006,Equity,0
Seychelles,2006,LT Debt,0.002
Seychelles,2006,ST Debt,0
Seychelles,2005,Total,0
Seychelles,2005,Equity,0
Seychelles,2005,LT Debt,0
Seychelles,2005,ST Debt,0
Seychelles,2004,Total,0
Seychelles,2004,Equity,0
Seychelles,2004,LT Debt,0
Seychelles,2004,ST Debt,0
Seychelles,2003,Total,0.001
Seychelles,2003,Equity,0.001
Seychelles,2003,LT Debt,0
Seychelles,2003,ST Debt,0
Sierra Leone,2020,Total,0
Sierra Leone,2020,Equity,0
Sierra Leone,2020,LT Debt,0
Sierra Leone,2020,ST Debt,0
Sierra Leone,2019,Total,0
Sierra Leone,2019,Equity,0
Sierra Leone,2019,LT Debt,0
Sierra Leone,2019,ST Debt,0
Sierra Leone,2018,Total,0
Sierra Leone,2018,Equity,0
Sierra Leone,2018,LT Debt,0
Sierra Leone,2018,ST Debt,0
Sierra Leone,2017,Total,0
Sierra Leone,2017,Equity,0
Sierra Leone,2017,LT Debt,0
Sierra Leone,2017,ST Debt,0
Sierra Leone,2016,Total,0
Sierra Leone,2016,Equity,0
Sierra Leone,2016,LT Debt,0
Sierra Leone,2016,ST Debt,0
Sierra Leone,2015,Total,0
Sierra Leone,2015,Equity,0
Sierra Leone,2015,LT Debt,0
Sierra Leone,2015,ST Debt,0
Sierra Leone,2014,Total,0
Sierra Leone,2014,Equity,0
Sierra Leone,2014,LT Debt,0
Sierra Leone,2014,ST Debt,0
Sierra Leone,2013,Total,0
Sierra Leone,2013,Equity,0
Sierra Leone,2013,LT Debt,0
Sierra Leone,2013,ST Debt,0
Sierra Leone,2012,Total,0
Sierra Leone,2012,Equity,0
Sierra Leone,2012,LT Debt,0
Sierra Leone,2012,ST Debt,0
Sierra Leone,2011,Total,0
Sierra Leone,2011,Equity,0
Sierra Leone,2011,LT Debt,0
Sierra Leone,2011,ST Debt,0
Sierra Leone,2010,Total,0
Sierra Leone,2010,Equity,0
Sierra Leone,2010,LT Debt,0
Sierra Leone,2010,ST Debt,0
Sierra Leone,2009,Total,0
Sierra Leone,2009,Equity,0
Sierra Leone,2009,LT Debt,0
Sierra Leone,2009,ST Debt,0
Sierra Leone,2008,Total,0
Sierra Leone,2008,Equity,0
Sierra Leone,2008,LT Debt,0
Sierra Leone,2008,ST Debt,0
Sierra Leone,2007,Total,0
Sierra Leone,2007,Equity,0
Sierra Leone,2007,LT Debt,0
Sierra Leone,2007,ST Debt,0
Sierra Leone,2006,Total,0
Sierra Leone,2006,Equity,0
Sierra Leone,2006,LT Debt,0
Sierra Leone,2006,ST Debt,0
Sierra Leone,2005,Total,0
Sierra Leone,2005,Equity,0
Sierra Leone,2005,LT Debt,0
Sierra Leone,2005,ST Debt,0
Sierra Leone,2004,Total,0
Sierra Leone,2004,Equity,0
Sierra Leone,2004,LT Debt,0
Sierra Leone,2004,ST Debt,0
Sierra Leone,2003,Total,NA
Sierra Leone,2003,Equity,NA
Sierra Leone,2003,LT Debt,0
Sierra Leone,2003,ST Debt,0
Singapore,2020,Total,92.481
Singapore,2020,Equity,58.274
Singapore,2020,LT Debt,12.482
Singapore,2020,ST Debt,21.725
Singapore,2019,Total,99.007
Singapore,2019,Equity,64.12
Singapore,2019,LT Debt,11.686
Singapore,2019,ST Debt,23.201
Singapore,2018,Total,88.736
Singapore,2018,Equity,54.068
Singapore,2018,LT Debt,12.021
Singapore,2018,ST Debt,22.647
Singapore,2017,Total,170.699
Singapore,2017,Equity,142.929
Singapore,2017,LT Debt,10.931
Singapore,2017,ST Debt,16.84
Singapore,2016,Total,114.964
Singapore,2016,Equity,100.147
Singapore,2016,LT Debt,8.158
Singapore,2016,ST Debt,6.659
Singapore,2015,Total,98.913
Singapore,2015,Equity,81.065
Singapore,2015,LT Debt,8.858
Singapore,2015,ST Debt,8.99
Singapore,2014,Total,98.045
Singapore,2014,Equity,73.414
Singapore,2014,LT Debt,9.562
Singapore,2014,ST Debt,15.069
Singapore,2013,Total,89.055
Singapore,2013,Equity,62.081
Singapore,2013,LT Debt,8.217
Singapore,2013,ST Debt,18.757
Singapore,2012,Total,72.896
Singapore,2012,Equity,59.482
Singapore,2012,LT Debt,9.087
Singapore,2012,ST Debt,4.327
Singapore,2011,Total,59.552
Singapore,2011,Equity,47.987
Singapore,2011,LT Debt,9.751
Singapore,2011,ST Debt,1.814
Singapore,2010,Total,63.907
Singapore,2010,Equity,56.356
Singapore,2010,LT Debt,7.19
Singapore,2010,ST Debt,0.362
Singapore,2009,Total,52.104
Singapore,2009,Equity,45.424
Singapore,2009,LT Debt,6.649
Singapore,2009,ST Debt,0.031
Singapore,2008,Total,30.48
Singapore,2008,Equity,24.028
Singapore,2008,LT Debt,6.453
Singapore,2008,ST Debt,0
Singapore,2007,Total,64.732
Singapore,2007,Equity,55.598
Singapore,2007,LT Debt,9.069
Singapore,2007,ST Debt,0.065
Singapore,2006,Total,52.731
Singapore,2006,Equity,43.911
Singapore,2006,LT Debt,8.518
Singapore,2006,ST Debt,0.302
Singapore,2005,Total,36.361
Singapore,2005,Equity,29.109
Singapore,2005,LT Debt,6.938
Singapore,2005,ST Debt,0.314
Singapore,2004,Total,29.195
Singapore,2004,Equity,23.968
Singapore,2004,LT Debt,5.113
Singapore,2004,ST Debt,0.114
Singapore,2003,Total,25.001
Singapore,2003,Equity,21.932
Singapore,2003,LT Debt,2.951
Singapore,2003,ST Debt,0.118
Slovakia,2020,Total,0.654
Slovakia,2020,Equity,0
Slovakia,2020,LT Debt,0.654
Slovakia,2020,ST Debt,0
Slovakia,2019,Total,0.525
Slovakia,2019,Equity,0.006
Slovakia,2019,LT Debt,0.519
Slovakia,2019,ST Debt,0
Slovakia,2018,Total,0.464
Slovakia,2018,Equity,NA
Slovakia,2018,LT Debt,0.464
Slovakia,2018,ST Debt,0
Slovakia,2017,Total,0.386
Slovakia,2017,Equity,NA
Slovakia,2017,LT Debt,0.386
Slovakia,2017,ST Debt,0
Slovakia,2016,Total,0.281
Slovakia,2016,Equity,0.009
Slovakia,2016,LT Debt,0.272
Slovakia,2016,ST Debt,0
Slovakia,2015,Total,0.345
Slovakia,2015,Equity,0.011
Slovakia,2015,LT Debt,0.334
Slovakia,2015,ST Debt,0
Slovakia,2014,Total,0.332
Slovakia,2014,Equity,NA
Slovakia,2014,LT Debt,0.332
Slovakia,2014,ST Debt,0
Slovakia,2013,Total,0.484
Slovakia,2013,Equity,0.014
Slovakia,2013,LT Debt,0.471
Slovakia,2013,ST Debt,0
Slovakia,2012,Total,0.651
Slovakia,2012,Equity,NA
Slovakia,2012,LT Debt,0.651
Slovakia,2012,ST Debt,0
Slovakia,2011,Total,0.308
Slovakia,2011,Equity,NA
Slovakia,2011,LT Debt,0.203
Slovakia,2011,ST Debt,0.105
Slovakia,2010,Total,0.05
Slovakia,2010,Equity,NA
Slovakia,2010,LT Debt,0.05
Slovakia,2010,ST Debt,0
Slovakia,2009,Total,0.031
Slovakia,2009,Equity,NA
Slovakia,2009,LT Debt,0.031
Slovakia,2009,ST Debt,0
Slovakia,2008,Total,0.031
Slovakia,2008,Equity,NA
Slovakia,2008,LT Debt,0.031
Slovakia,2008,ST Debt,0
Slovakia,2007,Total,0.071
Slovakia,2007,Equity,NA
Slovakia,2007,LT Debt,0.07
Slovakia,2007,ST Debt,0
Slovakia,2006,Total,0.299
Slovakia,2006,Equity,NA
Slovakia,2006,LT Debt,0.299
Slovakia,2006,ST Debt,0
Slovakia,2005,Total,0.309
Slovakia,2005,Equity,0.001
Slovakia,2005,LT Debt,0.309
Slovakia,2005,ST Debt,0
Slovakia,2004,Total,0.19
Slovakia,2004,Equity,NA
Slovakia,2004,LT Debt,0.19
Slovakia,2004,ST Debt,0
Slovakia,2003,Total,0.088
Slovakia,2003,Equity,0.014
Slovakia,2003,LT Debt,0.074
Slovakia,2003,ST Debt,0
Slovenia,2020,Total,1.64
Slovenia,2020,Equity,0.284
Slovenia,2020,LT Debt,1.356
Slovenia,2020,ST Debt,0
Slovenia,2019,Total,1.69
Slovenia,2019,Equity,0.32
Slovenia,2019,LT Debt,1.365
Slovenia,2019,ST Debt,0.005
Slovenia,2018,Total,1.634
Slovenia,2018,Equity,0.281
Slovenia,2018,LT Debt,1.352
Slovenia,2018,ST Debt,0
Slovenia,2017,Total,1.706
Slovenia,2017,Equity,0.139
Slovenia,2017,LT Debt,1.41
Slovenia,2017,ST Debt,0.156
Slovenia,2016,Total,2.157
Slovenia,2016,Equity,0.135
Slovenia,2016,LT Debt,2.023
Slovenia,2016,ST Debt,0
Slovenia,2015,Total,5.156
Slovenia,2015,Equity,0.185
Slovenia,2015,LT Debt,4.971
Slovenia,2015,ST Debt,0
Slovenia,2014,Total,6.183
Slovenia,2014,Equity,0.217
Slovenia,2014,LT Debt,5.836
Slovenia,2014,ST Debt,0.13
Slovenia,2013,Total,4.012
Slovenia,2013,Equity,0.234
Slovenia,2013,LT Debt,3.778
Slovenia,2013,ST Debt,0
Slovenia,2012,Total,1.36
Slovenia,2012,Equity,0.161
Slovenia,2012,LT Debt,1.198
Slovenia,2012,ST Debt,0
Slovenia,2011,Total,0.255
Slovenia,2011,Equity,0.169
Slovenia,2011,LT Debt,0.026
Slovenia,2011,ST Debt,0.06
Slovenia,2010,Total,0.262
Slovenia,2010,Equity,0.191
Slovenia,2010,LT Debt,0.071
Slovenia,2010,ST Debt,0
Slovenia,2009,Total,0.222
Slovenia,2009,Equity,0.182
Slovenia,2009,LT Debt,0.04
Slovenia,2009,ST Debt,0
Slovenia,2008,Total,0.164
Slovenia,2008,Equity,0.133
Slovenia,2008,LT Debt,0.031
Slovenia,2008,ST Debt,0
Slovenia,2007,Total,0.351
Slovenia,2007,Equity,0.318
Slovenia,2007,LT Debt,0.034
Slovenia,2007,ST Debt,0
Slovenia,2006,Total,0.144
Slovenia,2006,Equity,0.116
Slovenia,2006,LT Debt,0.028
Slovenia,2006,ST Debt,0
Slovenia,2005,Total,0.079
Slovenia,2005,Equity,0.048
Slovenia,2005,LT Debt,0.031
Slovenia,2005,ST Debt,0
Slovenia,2004,Total,0.037
Slovenia,2004,Equity,0.001
Slovenia,2004,LT Debt,0.036
Slovenia,2004,ST Debt,0
Slovenia,2003,Total,0.087
Slovenia,2003,Equity,0.013
Slovenia,2003,LT Debt,0.074
Slovenia,2003,ST Debt,0
Solomon Islands,2020,Total,0
Solomon Islands,2020,Equity,0
Solomon Islands,2020,LT Debt,0
Solomon Islands,2020,ST Debt,0
Solomon Islands,2019,Total,0
Solomon Islands,2019,Equity,0
Solomon Islands,2019,LT Debt,0
Solomon Islands,2019,ST Debt,0
Solomon Islands,2018,Total,0
Solomon Islands,2018,Equity,0
Solomon Islands,2018,LT Debt,0
Solomon Islands,2018,ST Debt,0
Solomon Islands,2017,Total,0
Solomon Islands,2017,Equity,0
Solomon Islands,2017,LT Debt,0
Solomon Islands,2017,ST Debt,0
Solomon Islands,2016,Total,0
Solomon Islands,2016,Equity,0
Solomon Islands,2016,LT Debt,0
Solomon Islands,2016,ST Debt,0
Solomon Islands,2015,Total,0
Solomon Islands,2015,Equity,0
Solomon Islands,2015,LT Debt,0
Solomon Islands,2015,ST Debt,0
Solomon Islands,2014,Total,0
Solomon Islands,2014,Equity,0
Solomon Islands,2014,LT Debt,0
Solomon Islands,2014,ST Debt,0
Solomon Islands,2013,Total,0
Solomon Islands,2013,Equity,0
Solomon Islands,2013,LT Debt,0
Solomon Islands,2013,ST Debt,0
Solomon Islands,2012,Total,0
Solomon Islands,2012,Equity,0
Solomon Islands,2012,LT Debt,0
Solomon Islands,2012,ST Debt,0
Solomon Islands,2011,Total,0
Solomon Islands,2011,Equity,0
Solomon Islands,2011,LT Debt,0
Solomon Islands,2011,ST Debt,0
Solomon Islands,2010,Total,0
Solomon Islands,2010,Equity,0
Solomon Islands,2010,LT Debt,0
Solomon Islands,2010,ST Debt,0
Solomon Islands,2009,Total,0
Solomon Islands,2009,Equity,0
Solomon Islands,2009,LT Debt,0
Solomon Islands,2009,ST Debt,0
Solomon Islands,2008,Total,0
Solomon Islands,2008,Equity,0
Solomon Islands,2008,LT Debt,0
Solomon Islands,2008,ST Debt,0
Solomon Islands,2007,Total,0
Solomon Islands,2007,Equity,0
Solomon Islands,2007,LT Debt,0
Solomon Islands,2007,ST Debt,0
Solomon Islands,2006,Total,0
Solomon Islands,2006,Equity,0
Solomon Islands,2006,LT Debt,0
Solomon Islands,2006,ST Debt,0
Solomon Islands,2005,Total,0
Solomon Islands,2005,Equity,0
Solomon Islands,2005,LT Debt,0
Solomon Islands,2005,ST Debt,0
Solomon Islands,2004,Total,0
Solomon Islands,2004,Equity,0
Solomon Islands,2004,LT Debt,0
Solomon Islands,2004,ST Debt,0
Solomon Islands,2003,Total,0
Solomon Islands,2003,Equity,0
Solomon Islands,2003,LT Debt,0
Solomon Islands,2003,ST Debt,0
Somalia,2020,Total,0
Somalia,2020,Equity,0
Somalia,2020,LT Debt,0
Somalia,2020,ST Debt,0
Somalia,2019,Total,0
Somalia,2019,Equity,0
Somalia,2019,LT Debt,0
Somalia,2019,ST Debt,0
Somalia,2018,Total,0
Somalia,2018,Equity,0
Somalia,2018,LT Debt,0
Somalia,2018,ST Debt,0
Somalia,2017,Total,0
Somalia,2017,Equity,0
Somalia,2017,LT Debt,0
Somalia,2017,ST Debt,0
Somalia,2016,Total,0
Somalia,2016,Equity,0
Somalia,2016,LT Debt,0
Somalia,2016,ST Debt,0
Somalia,2015,Total,0
Somalia,2015,Equity,0
Somalia,2015,LT Debt,0
Somalia,2015,ST Debt,0
Somalia,2014,Total,0
Somalia,2014,Equity,0
Somalia,2014,LT Debt,0
Somalia,2014,ST Debt,0
Somalia,2013,Total,0
Somalia,2013,Equity,0
Somalia,2013,LT Debt,0
Somalia,2013,ST Debt,0
Somalia,2012,Total,0
Somalia,2012,Equity,0
Somalia,2012,LT Debt,0
Somalia,2012,ST Debt,0
Somalia,2011,Total,0
Somalia,2011,Equity,0
Somalia,2011,LT Debt,0
Somalia,2011,ST Debt,0
Somalia,2010,Total,0
Somalia,2010,Equity,0
Somalia,2010,LT Debt,0
Somalia,2010,ST Debt,0
Somalia,2009,Total,0
Somalia,2009,Equity,0
Somalia,2009,LT Debt,0
Somalia,2009,ST Debt,0
Somalia,2008,Total,0
Somalia,2008,Equity,0
Somalia,2008,LT Debt,0
Somalia,2008,ST Debt,0
Somalia,2007,Total,0
Somalia,2007,Equity,0
Somalia,2007,LT Debt,0
Somalia,2007,ST Debt,0
Somalia,2006,Total,0
Somalia,2006,Equity,0
Somalia,2006,LT Debt,0
Somalia,2006,ST Debt,0
Somalia,2005,Total,0
Somalia,2005,Equity,0
Somalia,2005,LT Debt,0
Somalia,2005,ST Debt,0
Somalia,2004,Total,0
Somalia,2004,Equity,0
Somalia,2004,LT Debt,0
Somalia,2004,ST Debt,0
Somalia,2003,Total,NA
Somalia,2003,Equity,NA
Somalia,2003,LT Debt,0
Somalia,2003,ST Debt,0
South Africa,2020,Total,78.995
South Africa,2020,Equity,65.425
South Africa,2020,LT Debt,13.525
South Africa,2020,ST Debt,0.044
South Africa,2019,Total,84.911
South Africa,2019,Equity,70.959
South Africa,2019,LT Debt,13.844
South Africa,2019,ST Debt,0.108
South Africa,2018,Total,91.214
South Africa,2018,Equity,77.417
South Africa,2018,LT Debt,13.796
South Africa,2018,ST Debt,0.001
South Africa,2017,Total,115.362
South Africa,2017,Equity,100.92
South Africa,2017,LT Debt,14.414
South Africa,2017,ST Debt,0.029
South Africa,2016,Total,78.935
South Africa,2016,Equity,67.504
South Africa,2016,LT Debt,11.431
South Africa,2016,ST Debt,0
South Africa,2015,Total,62.855
South Africa,2015,Equity,54.238
South Africa,2015,LT Debt,8.617
South Africa,2015,ST Debt,0
South Africa,2014,Total,83.045
South Africa,2014,Equity,71.09
South Africa,2014,LT Debt,11.856
South Africa,2014,ST Debt,0.099
South Africa,2013,Total,76.665
South Africa,2013,Equity,64.597
South Africa,2013,LT Debt,12.066
South Africa,2013,ST Debt,0.002
South Africa,2012,Total,85.83
South Africa,2012,Equity,71.286
South Africa,2012,LT Debt,14.538
South Africa,2012,ST Debt,0.006
South Africa,2011,Total,70.511
South Africa,2011,Equity,58.564
South Africa,2011,LT Debt,11.937
South Africa,2011,ST Debt,0.01
South Africa,2010,Total,77.934
South Africa,2010,Equity,70.343
South Africa,2010,LT Debt,7.591
South Africa,2010,ST Debt,0
South Africa,2009,Total,53.519
South Africa,2009,Equity,49.465
South Africa,2009,LT Debt,4.054
South Africa,2009,ST Debt,0
South Africa,2008,Total,32.218
South Africa,2008,Equity,29.639
South Africa,2008,LT Debt,2.529
South Africa,2008,ST Debt,0.05
South Africa,2007,Total,53.159
South Africa,2007,Equity,49.147
South Africa,2007,LT Debt,3.917
South Africa,2007,ST Debt,0.095
South Africa,2006,Total,42.686
South Africa,2006,Equity,39.586
South Africa,2006,LT Debt,2.96
South Africa,2006,ST Debt,0.141
South Africa,2005,Total,34.211
South Africa,2005,Equity,31.605
South Africa,2005,LT Debt,2.607
South Africa,2005,ST Debt,0
South Africa,2004,Total,24.647
South Africa,2004,Equity,21.6
South Africa,2004,LT Debt,3.047
South Africa,2004,ST Debt,NA
South Africa,2003,Total,17.849
South Africa,2003,Equity,15.101
South Africa,2003,LT Debt,2.748
South Africa,2003,ST Debt,0
South Sudan,2020,Total,0
South Sudan,2020,Equity,0
South Sudan,2020,LT Debt,0
South Sudan,2020,ST Debt,0
South Sudan,2019,Total,0
South Sudan,2019,Equity,0
South Sudan,2019,LT Debt,0
South Sudan,2019,ST Debt,0
South Sudan,2018,Total,0
South Sudan,2018,Equity,0
South Sudan,2018,LT Debt,0
South Sudan,2018,ST Debt,0
South Sudan,2017,Total,0
South Sudan,2017,Equity,0
South Sudan,2017,LT Debt,0
South Sudan,2017,ST Debt,0
South Sudan,2016,Total,0
South Sudan,2016,Equity,0
South Sudan,2016,LT Debt,0
South Sudan,2016,ST Debt,0
South Sudan,2015,Total,0
South Sudan,2015,Equity,0
South Sudan,2015,LT Debt,0
South Sudan,2015,ST Debt,0
South Sudan,2014,Total,0
South Sudan,2014,Equity,0
South Sudan,2014,LT Debt,0
South Sudan,2014,ST Debt,0
South Sudan,2013,Total,0
South Sudan,2013,Equity,0
South Sudan,2013,LT Debt,0
South Sudan,2013,ST Debt,0
South Sudan,2012,Total,NA
South Sudan,2012,Equity,NA
South Sudan,2012,LT Debt,NA
South Sudan,2012,ST Debt,NA
South Sudan,2011,Total,NA
South Sudan,2011,Equity,NA
South Sudan,2011,LT Debt,NA
South Sudan,2011,ST Debt,NA
South Sudan,2010,Total,NA
South Sudan,2010,Equity,NA
South Sudan,2010,LT Debt,NA
South Sudan,2010,ST Debt,NA
South Sudan,2009,Total,NA
South Sudan,2009,Equity,NA
South Sudan,2009,LT Debt,NA
South Sudan,2009,ST Debt,NA
South Sudan,2008,Total,NA
South Sudan,2008,Equity,NA
South Sudan,2008,LT Debt,NA
South Sudan,2008,ST Debt,NA
South Sudan,2007,Total,NA
South Sudan,2007,Equity,NA
South Sudan,2007,LT Debt,NA
South Sudan,2007,ST Debt,NA
South Sudan,2006,Total,NA
South Sudan,2006,Equity,NA
South Sudan,2006,LT Debt,NA
South Sudan,2006,ST Debt,NA
South Sudan,2005,Total,NA
South Sudan,2005,Equity,NA
South Sudan,2005,LT Debt,NA
South Sudan,2005,ST Debt,NA
South Sudan,2004,Total,NA
South Sudan,2004,Equity,NA
South Sudan,2004,LT Debt,NA
South Sudan,2004,ST Debt,NA
South Sudan,2003,Total,NA
South Sudan,2003,Equity,NA
South Sudan,2003,LT Debt,NA
South Sudan,2003,ST Debt,NA
Spain,2020,Total,162.725
Spain,2020,Equity,113.403
Spain,2020,LT Debt,47.363
Spain,2020,ST Debt,1.959
Spain,2019,Total,162.493
Spain,2019,Equity,115.112
Spain,2019,LT Debt,44.21
Spain,2019,ST Debt,3.171
Spain,2018,Total,138.725
Spain,2018,Equity,104.378
Spain,2018,LT Debt,31.533
Spain,2018,ST Debt,2.815
Spain,2017,Total,158.215
Spain,2017,Equity,125.204
Spain,2017,LT Debt,30.514
Spain,2017,ST Debt,2.497
Spain,2016,Total,112.411
Spain,2016,Equity,91.881
Spain,2016,LT Debt,19.489
Spain,2016,ST Debt,1.041
Spain,2015,Total,115.161
Spain,2015,Equity,90.008
Spain,2015,LT Debt,25
Spain,2015,ST Debt,0.153
Spain,2014,Total,132.983
Spain,2014,Equity,92.502
Spain,2014,LT Debt,40.059
Spain,2014,ST Debt,0.422
Spain,2013,Total,132.955
Spain,2013,Equity,91.934
Spain,2013,LT Debt,38.456
Spain,2013,ST Debt,2.565
Spain,2012,Total,98.894
Spain,2012,Equity,63.35
Spain,2012,LT Debt,33.011
Spain,2012,ST Debt,2.532
Spain,2011,Total,75.689
Spain,2011,Equity,53.449
Spain,2011,LT Debt,22.201
Spain,2011,ST Debt,0.039
Spain,2010,Total,87.078
Spain,2010,Equity,65.51
Spain,2010,LT Debt,21.209
Spain,2010,ST Debt,0.359
Spain,2009,Total,113.469
Spain,2009,Equity,87.442
Spain,2009,LT Debt,25.808
Spain,2009,ST Debt,0.219
Spain,2008,Total,93.205
Spain,2008,Equity,63.299
Spain,2008,LT Debt,24.84
Spain,2008,ST Debt,5.066
Spain,2007,Total,146.451
Spain,2007,Equity,106.666
Spain,2007,LT Debt,37.843
Spain,2007,ST Debt,1.942
Spain,2006,Total,110.957
Spain,2006,Equity,85.6
Spain,2006,LT Debt,24.172
Spain,2006,ST Debt,1.184
Spain,2005,Total,69.821
Spain,2005,Equity,63.514
Spain,2005,LT Debt,5.712
Spain,2005,ST Debt,0.595
Spain,2004,Total,68.905
Spain,2004,Equity,63.002
Spain,2004,LT Debt,5.072
Spain,2004,ST Debt,0.831
Spain,2003,Total,51.547
Spain,2003,Equity,43.801
Spain,2003,LT Debt,6.293
Spain,2003,ST Debt,1.453
Sri Lanka,2020,Total,1.832
Sri Lanka,2020,Equity,0.183
Sri Lanka,2020,LT Debt,1.649
Sri Lanka,2020,ST Debt,0
Sri Lanka,2019,Total,3.703
Sri Lanka,2019,Equity,0.333
Sri Lanka,2019,LT Debt,3.312
Sri Lanka,2019,ST Debt,0.058
Sri Lanka,2018,Total,3.659
Sri Lanka,2018,Equity,0.338
Sri Lanka,2018,LT Debt,3.287
Sri Lanka,2018,ST Debt,0.034
Sri Lanka,2017,Total,4.461
Sri Lanka,2017,Equity,0.497
Sri Lanka,2017,LT Debt,3.924
Sri Lanka,2017,ST Debt,0.04
Sri Lanka,2016,Total,3.868
Sri Lanka,2016,Equity,0.469
Sri Lanka,2016,LT Debt,3.384
Sri Lanka,2016,ST Debt,0.015
Sri Lanka,2015,Total,3.391
Sri Lanka,2015,Equity,0.54
Sri Lanka,2015,LT Debt,2.838
Sri Lanka,2015,ST Debt,0.013
Sri Lanka,2014,Total,3.929
Sri Lanka,2014,Equity,0.82
Sri Lanka,2014,LT Debt,2.79
Sri Lanka,2014,ST Debt,0.319
Sri Lanka,2013,Total,3.359
Sri Lanka,2013,Equity,0.586
Sri Lanka,2013,LT Debt,2.438
Sri Lanka,2013,ST Debt,0.335
Sri Lanka,2012,Total,2.638
Sri Lanka,2012,Equity,0.557
Sri Lanka,2012,LT Debt,1.759
Sri Lanka,2012,ST Debt,0.322
Sri Lanka,2011,Total,2.011
Sri Lanka,2011,Equity,0.529
Sri Lanka,2011,LT Debt,1.317
Sri Lanka,2011,ST Debt,0.165
Sri Lanka,2010,Total,1.832
Sri Lanka,2010,Equity,0.704
Sri Lanka,2010,LT Debt,1.106
Sri Lanka,2010,ST Debt,0.022
Sri Lanka,2009,Total,1.026
Sri Lanka,2009,Equity,0.223
Sri Lanka,2009,LT Debt,0.793
Sri Lanka,2009,ST Debt,0.009
Sri Lanka,2008,Total,0.145
Sri Lanka,2008,Equity,0.064
Sri Lanka,2008,LT Debt,0.08
Sri Lanka,2008,ST Debt,0
Sri Lanka,2007,Total,0.285
Sri Lanka,2007,Equity,0.166
Sri Lanka,2007,LT Debt,0.115
Sri Lanka,2007,ST Debt,0.004
Sri Lanka,2006,Total,0.183
Sri Lanka,2006,Equity,0.152
Sri Lanka,2006,LT Debt,0.03
Sri Lanka,2006,ST Debt,0
Sri Lanka,2005,Total,0.093
Sri Lanka,2005,Equity,0.074
Sri Lanka,2005,LT Debt,0.019
Sri Lanka,2005,ST Debt,0
Sri Lanka,2004,Total,0.079
Sri Lanka,2004,Equity,0.031
Sri Lanka,2004,LT Debt,0.049
Sri Lanka,2004,ST Debt,NA
Sri Lanka,2003,Total,0.087
Sri Lanka,2003,Equity,0.033
Sri Lanka,2003,LT Debt,0.055
Sri Lanka,2003,ST Debt,0
St. Maarten (5),2020,Total,0.052
St. Maarten (5),2020,Equity,0
St. Maarten (5),2020,LT Debt,0.052
St. Maarten (5),2020,ST Debt,0
St. Maarten (5),2019,Total,0
St. Maarten (5),2019,Equity,0
St. Maarten (5),2019,LT Debt,0
St. Maarten (5),2019,ST Debt,0
St. Maarten (5),2018,Total,0
St. Maarten (5),2018,Equity,0
St. Maarten (5),2018,LT Debt,0
St. Maarten (5),2018,ST Debt,0
St. Maarten (5),2017,Total,0
St. Maarten (5),2017,Equity,0
St. Maarten (5),2017,LT Debt,0
St. Maarten (5),2017,ST Debt,0
St. Maarten (5),2016,Total,0
St. Maarten (5),2016,Equity,0
St. Maarten (5),2016,LT Debt,0
St. Maarten (5),2016,ST Debt,0
St. Maarten (5),2015,Total,0.047
St. Maarten (5),2015,Equity,0
St. Maarten (5),2015,LT Debt,0.047
St. Maarten (5),2015,ST Debt,0
St. Maarten (5),2014,Total,0.05
St. Maarten (5),2014,Equity,0
St. Maarten (5),2014,LT Debt,0.05
St. Maarten (5),2014,ST Debt,0
St. Maarten (5),2013,Total,0
St. Maarten (5),2013,Equity,0
St. Maarten (5),2013,LT Debt,0
St. Maarten (5),2013,ST Debt,0
St. Maarten (5),2012,Total,NA
St. Maarten (5),2012,Equity,NA
St. Maarten (5),2012,LT Debt,NA
St. Maarten (5),2012,ST Debt,NA
St. Maarten (5),2011,Total,NA
St. Maarten (5),2011,Equity,NA
St. Maarten (5),2011,LT Debt,NA
St. Maarten (5),2011,ST Debt,NA
St. Maarten (5),2010,Total,NA
St. Maarten (5),2010,Equity,NA
St. Maarten (5),2010,LT Debt,NA
St. Maarten (5),2010,ST Debt,NA
St. Maarten (5),2009,Total,NA
St. Maarten (5),2009,Equity,NA
St. Maarten (5),2009,LT Debt,NA
St. Maarten (5),2009,ST Debt,NA
St. Maarten (5),2008,Total,NA
St. Maarten (5),2008,Equity,NA
St. Maarten (5),2008,LT Debt,NA
St. Maarten (5),2008,ST Debt,NA
St. Maarten (5),2007,Total,NA
St. Maarten (5),2007,Equity,NA
St. Maarten (5),2007,LT Debt,NA
St. Maarten (5),2007,ST Debt,NA
St. Maarten (5),2006,Total,NA
